1, 0
2, 0
3, 0
4, 0
5, 0
6, 0
7, 0
8, 0
9, 0
10, 0
11, 0
12, 0
13, 0
14, 0
15, 0
16, 0
17, 0
18, 0
19, 2
20, 4
21, 13
22, 25
23, 61
24, 86
25, 111
26, 169
27, 203
28, 239
29, 302
30, 347
31, 375
32, 355
33, 317
34, 315
35, 294
36, 299
37, 290
38, 353
39, 422
40, 533
41, 712
42, 893
43, 1173
44, 1489
45, 1865
46, 2295
47, 2793
48, 3130
49, 3589
50, 3897
51, 4245
52, 4406
53, 4289
54, 4166
55, 4017
56, 3646
57, 3282
58, 2757
59, 2298
60, 1862
61, 1411
62, 1089
63, 824
64, 619
65, 472
66, 351
67, 268
68, 197
69, 189
70, 151
71, 141
72, 140
73, 129
74, 140
75, 135
76, 129
77, 140
78, 124
79, 144
80, 127
81, 129
82, 124
83, 125
84, 135
85, 140
86, 127
87, 146
88, 142
89, 126
90, 163
91, 160
92, 161
93, 140
94, 139
95, 158
96, 173
97, 180
98, 165
99, 175
100, 179
101, 189
102, 191
103, 203
104, 180
105, 182
106, 160
107, 168
108, 199
109, 208
110, 220
111, 215
112, 227
113, 212
114, 234
115, 283
116, 295
117, 328
118, 364
119, 372
120, 432
121, 416
122, 492
123, 528
124, 582
125, 557
126, 553
127, 602
128, 590
129, 513
130, 561
131, 483
132, 492
133, 390
134, 367
135, 398
136, 369
137, 349
138, 334
139, 310
140, 319
141, 296
142, 311
143, 328
144, 334
145, 350
146, 368
147, 378
148, 399
149, 377
150, 427
151, 374
152, 398
153, 442
154, 427
155, 466
156, 527
157, 538
158, 697
159, 766
160, 994
161, 1338
162, 1717
163, 2310
164, 3024
165, 3860
166, 4972
167, 6235
168, 7777
169, 9155
170, 10739
171, 12055
172, 13223
173, 14182
174, 14743
175, 15317
176, 14839
177, 14094
178, 13534
179, 12174
180, 10859
181, 9595
182, 7956
183, 6655
184, 5320
185, 4340
186, 3375
187, 2608
188, 1947
189, 1546
190, 1102
191, 817
192, 675
193, 574
194, 362
195, 320
196, 290
197, 234
198, 223
199, 248
200, 242
201, 236
202, 245
203, 245
204, 272
205, 226
206, 249
207, 267
208, 266
209, 217
210, 226
211, 240
212, 212
213, 250
214, 203
215, 242
